DOI,ParsingDate,Accesses,Citations,Altmetric
10.1038/sdata2018140,2024-08-24,2600,7,5
10.1038/sdata2018147,2024-08-24,1423,1,4
10.1038/sdata2018136,2024-08-24,10000,27,21
10.1038/sdata2018145,2024-08-24,2332,13,1
10.1038/sdata2018141,2024-08-24,3533,9,3
10.1038/sdata2018148,2024-08-24,2246,8,0
10.1038/sdata2018146,2024-08-24,3406,28,22
10.1038/sdata2018153,2024-08-24,1409,6,3
10.1038/sdata2018149,2024-08-24,4968,32,5
10.1038/sdata2018151,2024-08-24,15000,100,4
10.1038/sdata2018156,2024-08-24,4628,25,7
10.1038/sdata2018150,2024-08-24,3640,13,0
10.1038/sdata2018155,2024-08-24,17000,108,8
10.1038/sdata2018157,2024-08-24,12000,45,8
10.1038/sdata2018142,2024-08-24,17000,252,34
10.1038/sdata2018158,2024-08-24,14000,108,46
10.1038/sdata2018161,2024-08-24,85000,1581,23
10.1038/sdata2018163,2024-08-24,1854,5,6
10.1038/sdata2018159,2024-08-24,10000,22,4
10.1038/sdata2018162,2024-08-24,1299,4,0
10.1038/sdata2018169,2024-08-24,4970,37,11
10.1038/sdata2018168,2024-08-24,4316,20,10
10.1038/sdata2018170,2024-08-24,4222,15,4
10.1038/sdata2018166,2024-08-24,9186,60,6
10.1038/sdata2018171,2024-08-24,1168,0,2
10.1038/sdata2018160,2024-08-24,29000,268,5
10.1038/sdata2018167,2024-08-24,6499,27,9
10.1038/sdata2018109,2024-08-24,3745,10,22
10.1038/sdata2018172,2024-08-24,18000,58,2
10.1038/sdata2018165,2024-08-24,4048,16,9
10.1038/sdata2018179,2024-08-24,2988,11,7
10.1038/sdata2018181,2024-08-24,4206,18,94
10.1038/sdata2018177,2024-08-24,4386,26,13
10.1038/sdata2018175,2024-08-24,6029,52,17
10.1038/sdata2018173,2024-08-24,6276,65,1
10.1038/sdata2018176,2024-08-24,17000,114,79
10.1038/sdata2018154,2024-08-24,8619,58,158
10.1038/sdata2018183,2024-08-24,1768,7,1
10.1038/sdata2018180,2024-08-24,12000,35,0
10.1038/sdata2018164,2024-08-24,1441,3,2
10.1038/sdata2018182,2024-08-24,4492,42,9
10.1038/sdata2018178,2024-08-24,43000,676,78
10.1038/sdata2018185,2024-08-24,17000,221,15
10.1038/sdata2018192,2024-08-24,13000,47,9
10.1038/sdata2018174,2024-08-24,3085,2,3
10.1038/sdata2018191,2024-08-24,4984,16,1
10.1038/sdata2018186,2024-08-24,3013,15,1
10.1038/sdata2018187,2024-08-24,4650,22,15
10.1038/sdata2018193,2024-08-24,3471,7,1
10.1038/sdata2018188,2024-08-24,7719,45,78
10.1038/sdata2018184,2024-08-24,2270,9,1
10.1038/sdata2018194,2024-08-24,2529,7,2
10.1038/sdata2018199,2024-08-24,6322,47,1
10.1038/sdata2018201,2024-08-24,2148,6,3
10.1038/sdata2018198,2024-08-24,2684,11,0
10.1038/sdata2018196,2024-08-24,1909,9,4
10.1038/sdata2018195,2024-08-24,4675,9,65
10.1038/sdata2018200,2024-08-24,1926,10,4
10.1038/sdata2018197,2024-08-24,3008,10,7
10.1038/sdata2018189,2024-08-24,7393,35,30
10.1038/sdata2018190,2024-08-24,8701,21,9
10.1038/sdata2018223,2024-08-24,2828,13,1
10.1038/sdata2018202,2024-08-24,17000,171,13
10.1038/sdata2018210,2024-08-24,9624,42,30
10.1038/sdata2018207,2024-08-24,3967,13,48
10.1038/sdata2018212,2024-08-24,5664,22,5
10.1038/sdata2018205,2024-08-24,8995,63,68
10.1038/sdata2018211,2024-08-24,35000,101,8
10.1038/sdata2018208,2024-08-24,1210,1,1
10.1038/sdata2018234,2024-08-24,2066,4,1
10.1038/sdata2018229,2024-08-24,2054,14,0
10.1038/sdata2018239,2024-08-24,4665,23,74
10.1038/sdata2018225,2024-08-24,3979,7,45
10.1038/sdata2018217,2024-08-24,3530,19,3
10.1038/sdata2018226,2024-08-24,11000,34,31
10.1038/sdata2018230,2024-08-24,6485,8,17
10.1038/sdata2018203,2024-08-24,11000,18,3
10.1038/sdata2018231,2024-08-24,4370,9,11
10.1038/sdata2018209,2024-08-24,5512,19,0
10.1038/sdata2018233,2024-08-24,2657,22,0
10.1038/sdata2018214,2024-08-24,260000,3283,313
10.1038/sdata2018228,2024-08-24,2891,6,0
10.1038/sdata2018236,2024-08-24,3379,0,2
10.1038/sdata2018238,2024-08-24,18000,40,1
10.1038/sdata2018227,2024-08-24,67000,337,177
10.1038/sdata2018206,2024-08-24,11000,47,59
10.1038/sdata2018232,2024-08-24,7571,19,14
10.1038/sdata2018213,2024-08-24,5527,51,92
10.1038/sdata2018240,2024-08-24,2632,20,2
10.1038/sdata2018220,2024-08-24,2395,12,1
10.1038/sdata2018222,2024-08-24,1730,12,1
10.1038/sdata2018244,2024-08-24,3064,3,12
10.1038/sdata2018235,2024-08-24,6177,45,24
10.1038/sdata2018245,2024-08-24,4414,18,4
10.1038/sdata2018224,2024-08-24,7662,20,12
10.1038/sdata2018246,2024-08-24,26000,97,17
10.1038/sdata2018219,2024-08-24,3817,8,51
10.1038/sdata2018256,2024-08-24,2731,14,36
10.1038/sdata2018247,2024-08-24,1353,2,1
10.1038/sdata2018242,2024-08-24,3978,8,1
10.1038/sdata2018252,2024-08-24,2864,20,0
10.1038/sdata2018254,2024-08-24,16000,265,66
10.1038/sdata2018248,2024-08-24,4649,18,10
10.1038/sdata2018241,2024-08-24,2463,24,10
10.1038/sdata2018218,2024-08-24,1466,5,1
10.1038/sdata2018250,2024-08-24,3128,22,8
10.1038/sdata2018237,2024-08-24,6461,31,0
10.1038/sdata2018262,2024-08-24,2184,8,1
10.1038/sdata2018249,2024-08-24,6857,82,36
10.1038/sdata2018255,2024-08-24,2578,16,1
10.1038/sdata2018258,2024-08-24,5696,21,8
10.1038/sdata2018251,2024-08-24,16000,101,39
10.1038/sdata2018257,2024-08-24,3958,13,0
10.1038/sdata2018259,2024-08-24,32000,84,123
10.1038/sdata2018263,2024-08-24,7166,45,17
10.1038/sdata2018264,2024-08-24,13000,33,46
10.1038/sdata2018273,2024-08-24,6581,32,9
10.1038/sdata2018269,2024-08-24,3722,37,1
10.1038/sdata2018267,2024-08-24,2802,19,45
10.1038/sdata2018268,2024-08-24,6330,40,65
10.1038/sdata2018270,2024-08-24,8739,58,7
10.1038/sdata2018266,2024-08-24,3402,14,3
10.1038/sdata2018271,2024-08-24,1891,3,1
10.1038/sdata2018260,2024-08-24,1552,10,0
10.1038/sdata2018272,2024-08-24,5431,14,0
10.1038/sdata2018276,2024-08-24,3075,8,2
10.1038/sdata2018277,2024-08-24,2801,14,1
10.1038/sdata2018275,2024-08-24,2564,6,1
10.1038/sdata2018281,2024-08-24,3813,27,8
10.1038/sdata2018279,2024-08-24,3433,1,16
10.1038/sdata2018278,2024-08-24,2422,11,1
10.1038/sdata2018287,2024-08-24,12000,14,10
10.1038/sdata2018285,2024-08-24,6737,38,2
10.1038/sdata2018291,2024-08-24,19000,50,19
10.1038/sdata2018292,2024-08-24,8986,65,33
10.1038/sdata2018274,2024-08-24,3378,17,11
10.1038/sdata2018293,2024-08-24,2367,7,4
10.1038/sdata2018283,2024-08-24,2441,4,1
10.1038/sdata2018265,2024-08-24,3936,25,4
10.1038/sdata2018290,2024-08-24,2335,6,4
10.1038/sdata2018284,2024-08-24,1821,8,0
10.1038/sdata2018243,2024-08-24,2660,16,0
10.1038/sdata2018295,2024-08-24,9137,22,0
10.1038/sdata2018282,2024-08-24,6583,11,8
10.1038/sdata2018288,2024-08-24,5248,19,12
10.1038/sdata2018289,2024-08-24,10000,50,5
10.1038/sdata2018261,2024-08-24,2400,6,4
10.1038/sdata2018294,2024-08-24,9183,18,0
10.1038/sdata2018303,2024-08-24,5451,32,27
10.1038/sdata2018298,2024-08-24,6371,21,25
10.1038/sdata2018296,2024-08-24,11000,185,13
10.1038/sdata2018306,2024-08-24,1658,0,2
10.1038/sdata2018305,2024-08-24,4194,8,10
10.1038/sdata2018297,2024-08-24,13000,44,1
10.1038/sdata2018280,2024-08-24,53000,67,78
10.1038/sdata2018299,2024-08-24,5000,50,8
10.1038/sdata2018300,2024-08-24,4857,37,4
10.1038/sdata2018309,2024-08-24,19000,95,189
10.1038/sdata2018304,2024-08-24,2999,10,1
10.1038/sdata2018301,2024-08-24,3020,12,4
10.1038/sdata2018302,2024-08-24,8082,36,2
10.1038/sdata2018310,2024-08-24,5123,27,3
10.1038/sdata20193,2024-08-24,9402,22,3
10.1038/sdata20191,2024-08-24,1565,1,9
10.1038/sdata20194,2024-08-24,5468,11,5
10.1038/sdata20192,2024-08-24,5709,25,37
10.1038/sdata201910,2024-08-24,2832,3,4
10.1038/sdata20199,2024-08-24,3734,24,4
10.1038/sdata20197,2024-08-24,81000,219,43
10.1038/sdata20195,2024-08-24,21000,69,58
10.1038/sdata20196,2024-08-24,13000,18,13
10.1038/sdata20198,2024-08-24,14000,36,13
10.1038/sdata201914,2024-08-24,5547,2,3
10.1038/sdata2018308,2024-08-24,50000,161,66
10.1038/sdata201913,2024-08-24,5047,27,2
10.1038/sdata201917,2024-08-24,11000,37,2
10.1038/sdata2018307,2024-08-24,9820,46,5
10.1038/sdata201912,2024-08-24,8648,15,7
10.1038/sdata201911,2024-08-24,4646,31,15
10.1038/sdata201922,2024-08-24,19000,35,66
10.1038/sdata201916,2024-08-24,9808,29,6
10.1038/sdata201919,2024-08-24,6867,11,11
10.1038/sdata201921,2024-08-24,6771,49,21
10.1038/sdata201915,2024-08-24,6157,33,6
10.1038/sdata201918,2024-08-24,3017,17,3
10.1038/sdata201920,2024-08-24,5064,13,2
10.1038/sdata201923,2024-08-24,3229,17,8
10.1038/sdata201924,2024-08-24,2458,31,1
10.1038/sdata201926,2024-08-24,2623,7,2
10.1038/sdata201932,2024-08-24,9578,41,12
10.1038/sdata201925,2024-08-24,2879,15,5
10.1038/sdata201934,2024-08-24,3111,10,9
10.1038/sdata201930,2024-08-24,8696,65,71
10.1038/sdata201929,2024-08-24,3585,12,2
10.1038/sdata201928,2024-08-24,4635,1,3
10.1038/sdata201927,2024-08-24,15000,119,8
10.1038/sdata201931,2024-08-24,11000,56,6
10.1038/sdata201940,2024-08-24,3813,15,25
10.1038/sdata201939,2024-08-24,25000,91,7
10.1038/sdata201933,2024-08-24,4986,13,5
10.1038/sdata201936,2024-08-24,4184,23,11
10.1038/sdata201938,2024-08-24,24000,135,29
10.1038/sdata201935,2024-08-24,9039,30,1
10.1038/sdata201937,2024-08-24,8786,57,13
10.1038/s41597-019-0013-x,2024-08-24,1981,7,5
10.1038/s41597-019-0014-9,2024-08-24,3272,14,2
10.1038/s41597-019-0019-4,2024-08-24,3548,14,1
10.1038/s41597-019-0012-y,2024-08-24,2877,7,3
10.1038/s41597-019-0011-z,2024-08-24,7746,22,4
10.1038/s41597-019-0017-6,2024-08-24,7393,48,30
10.1038/s41597-019-0028-3,2024-08-24,6267,38,10
10.1038/s41597-019-0010-0,2024-08-24,1317,5,3
10.1038/s41597-019-0024-7,2024-08-24,5820,26,62
10.1038/s41597-019-0020-y,2024-08-24,14000,39,15
10.1038/s41597-019-0030-9,2024-08-24,3128,13,5
10.1038/s41597-019-0022-9,2024-08-24,3995,6,15
10.1038/s41597-019-0027-4,2024-08-24,21000,155,4
10.1038/s41597-019-0032-7,2024-08-24,2701,17,8
10.1038/s41597-019-0021-x,2024-08-24,8247,72,8
10.1038/s41597-019-0015-8,2024-08-24,2629,29,3
10.1038/s41597-019-0031-8,2024-08-24,10000,47,60
10.1038/s41597-019-0016-7,2024-08-24,11000,43,61
10.1038/s41597-019-0036-3,2024-08-24,13000,112,20
10.1038/s41597-019-0035-4,2024-08-24,6301,32,29
10.1038/s41597-019-0037-2,2024-08-24,11000,14,6
10.1038/s41597-019-0034-5,2024-08-24,10000,40,4
10.1038/s41597-019-0038-1,2024-08-24,8821,67,14
10.1038/s41597-019-0029-2,2024-08-24,5315,10,10
10.1038/s41597-019-0045-2,2024-08-24,1986,30,1
10.1038/s41597-019-0033-6,2024-08-24,21000,46,32
10.1038/s41597-019-0048-z,2024-08-24,17000,105,7
10.1038/s41597-019-0041-6,2024-08-24,1682,17,3
10.1038/s41597-019-0043-4,2024-08-24,27000,78,11
10.1038/s41597-019-0042-5,2024-08-24,3233,22,41
10.1038/s41597-019-0044-3,2024-08-24,3512,19,9
10.1038/s41597-019-0051-4,2024-08-24,1746,7,3
10.1038/s41597-019-0056-z,2024-08-24,6708,33,69
10.1038/s41597-019-0053-2,2024-08-24,2369,16,2
10.1038/s41597-019-0040-7,2024-08-24,3797,28,2
10.1038/s41597-019-0052-3,2024-08-24,28000,70,117
10.1038/s41597-019-0023-8,2024-08-24,15000,61,11
10.1038/s41597-019-0061-2,2024-08-24,8371,54,1
10.1038/s41597-019-0055-0,2024-08-24,31000,222,8
10.1038/s41597-019-0059-9,2024-08-24,11000,40,56
10.1038/s41597-019-0069-7,2024-08-24,4939,55,13
10.1038/s41597-019-0064-z,2024-08-24,3190,11,13
10.1038/s41597-019-0062-1,2024-08-24,8902,14,20
10.1038/s41597-019-0057-y,2024-08-24,2036,8,8
10.1038/s41597-019-0068-8,2024-08-24,2272,42,2
10.1038/s41597-019-0067-9,2024-08-24,3157,14,36
10.1038/s41597-019-0060-3,2024-08-24,5419,25,4
10.1038/s41597-019-0066-x,2024-08-24,3172,8,1
10.1038/s41597-019-0058-x,2024-08-24,2574,4,2
10.1038/s41597-019-0072-z,2024-08-24,3189,17,5
10.1038/s41597-019-0082-x,2024-08-24,2728,7,2
10.1038/s41597-019-0071-0,2024-08-24,30000,64,6
10.1038/s41597-019-0079-5,2024-08-24,3508,7,8
10.1038/s41597-019-0078-6,2024-08-24,2844,5,8
10.1038/s41597-019-0073-y,2024-08-24,5061,51,70
10.1038/s41597-019-0070-1,2024-08-24,2784,5,1
10.1038/s41597-019-0077-7,2024-08-24,3215,12,3
10.1038/s41597-019-0076-8,2024-08-24,20000,368,5
10.1038/s41597-019-0074-x,2024-08-24,2129,27,14
10.1038/s41597-019-0081-y,2024-08-24,13000,183,10
10.1038/s41597-019-0080-z,2024-08-24,11000,85,11
10.1038/s41597-019-0083-9,2024-08-24,21000,188,6
10.1038/s41597-019-0075-9,2024-08-24,7023,37,6
10.1038/s41597-019-0091-9,2024-08-24,4581,110,8
10.1038/s41597-019-0090-x,2024-08-24,4137,12,14
10.1038/s41597-019-0086-6,2024-08-24,2969,7,10
10.1038/s41597-019-0088-4,2024-08-24,2159,6,2
10.1038/s41597-019-0085-7,2024-08-24,4919,16,11
10.1038/s41597-019-0097-3,2024-08-24,16000,226,6
10.1038/s41597-019-0092-8,2024-08-24,1553,1,11
10.1038/s41597-019-0087-5,2024-08-24,1704,8,3
10.1038/s41597-019-0099-1,2024-08-24,1998,12,1
10.1038/s41597-019-0101-y,2024-08-24,1995,4,2
10.1038/s41597-019-0094-6,2024-08-24,11000,42,1
10.1038/s41597-019-0095-5,2024-08-24,5506,24,13
10.1038/s41597-019-0098-2,2024-08-24,3445,10,7
10.1038/s41597-019-0106-6,2024-08-24,9492,14,6
10.1038/s41597-019-0093-7,2024-08-24,2888,6,5
10.1038/s41597-019-0103-9,2024-08-24,47000,332,18
10.1038/s41597-019-0089-3,2024-08-24,15000,61,157
10.1038/s41597-019-0107-5,2024-08-24,2578,10,2
10.1038/s41597-019-0100-z,2024-08-24,3798,16,20
10.1038/s41597-019-0102-x,2024-08-24,4265,25,24
10.1038/s41597-019-0084-8,2024-08-24,21000,67,13
10.1038/s41597-019-0114-6,2024-08-24,5299,15,8
10.1038/s41597-019-0113-7,2024-08-24,8422,22,17
10.1038/s41597-019-0115-5,2024-08-24,6143,48,3
10.1038/s41597-019-0122-6,2024-08-24,12000,70,44
10.1038/s41597-019-0049-y,2024-08-24,9475,28,80
10.1038/s41597-019-0112-8,2024-08-24,1556,2,1
10.1038/s41597-019-0124-4,2024-08-24,26000,72,20
10.1038/s41597-019-0121-7,2024-08-24,5286,18,1
10.1038/s41597-019-0116-4,2024-08-24,7412,16,4
10.1038/s41597-019-0118-2,2024-08-24,4623,24,6
10.1038/s41597-019-0123-5,2024-08-24,3299,22,10
10.1038/s41597-019-0110-x,2024-08-24,6272,25,3
10.1038/s41597-019-0119-1,2024-08-24,5604,23,5
10.1038/s41597-019-0117-3,2024-08-24,6448,5,4
10.1038/s41597-019-0120-8,2024-08-24,2430,9,3
10.1038/s41597-019-0125-3,2024-08-24,4048,10,1
10.1038/s41597-019-0126-2,2024-08-24,4372,18,19
10.1038/s41597-019-0134-2,2024-08-24,4185,22,10
10.1038/s41597-019-0127-1,2024-08-24,7357,22,17
10.1038/s41597-019-0129-z,2024-08-24,7693,37,15
10.1038/s41597-019-0130-6,2024-08-24,3857,18,2
10.1038/s41597-019-0128-0,2024-08-24,1523,1,12
10.1038/s41597-019-0135-1,2024-08-24,3963,12,7
10.1038/s41597-019-0133-3,2024-08-24,6279,39,11
10.1038/s41597-019-0111-9,2024-08-24,2744,4,1
10.1038/s41597-019-0132-4,2024-08-24,8257,34,22
10.1038/s41597-019-0109-3,2024-08-24,1756,4,3
10.1038/s41597-019-0140-4,2024-08-24,3433,12,8
10.1038/s41597-019-0131-5,2024-08-24,22000,44,10
10.1038/s41597-019-0139-x,2024-08-24,3557,26,7
10.1038/s41597-019-0136-0,2024-08-24,2268,15,1
10.1038/s41597-019-0142-2,2024-08-24,38000,106,299
10.1038/s41597-019-0138-y,2024-08-24,9046,16,3
10.1038/s41597-019-0146-y,2024-08-24,3401,15,63
10.1038/s41597-019-0141-3,2024-08-24,5013,7,16
10.1038/s41597-019-0143-1,2024-08-24,5825,41,20
10.1038/s41597-019-0144-0,2024-08-24,5488,38,2
10.1038/s41597-019-0145-z,2024-08-24,6772,32,11
10.1038/s41597-019-0147-x,2024-08-24,2990,2,12
10.1038/s41597-019-0151-1,2024-08-24,27000,89,15
10.1038/s41597-019-0150-2,2024-08-24,3080,15,3
10.1038/s41597-019-0148-9,2024-08-24,3282,5,6
10.1038/s41597-019-0155-x,2024-08-24,23000,56,13
10.1038/s41597-019-0154-y,2024-08-24,15000,216,6
10.1038/s41597-019-0156-9,2024-08-24,3616,5,2
10.1038/s41597-019-0152-0,2024-08-24,12000,31,20
10.1038/s41597-019-0149-8,2024-08-24,7081,21,16
10.1038/s41597-019-0137-z,2024-08-24,3075,20,1
10.1038/s41597-019-0157-8,2024-08-24,4632,28,14
10.1038/s41597-019-0159-6,2024-08-24,8468,8,5
10.1038/s41597-019-0162-y,2024-08-24,4253,13,2
10.1038/s41597-019-0164-9,2024-08-24,8198,48,25
10.1038/s41597-019-0163-x,2024-08-24,7214,9,5
10.1038/s41597-019-0158-7,2024-08-24,6144,26,3
10.1038/s41597-019-0160-0,2024-08-24,2783,6,2
10.1038/s41597-019-0161-z,2024-08-24,6305,16,9
10.1038/s41597-019-0167-6,2024-08-24,5501,49,18
10.1038/s41597-019-0166-7,2024-08-24,2435,5,4
10.1038/s41597-019-0168-5,2024-08-24,6123,11,14
10.1038/s41597-019-0172-9,2024-08-24,2869,20,2
10.1038/s41597-019-0170-y,2024-08-24,3094,5,1
10.1038/s41597-019-0173-8,2024-08-24,10000,60,12
10.1038/s41597-019-0174-7,2024-08-24,3122,4,4
10.1038/s41597-019-0175-6,2024-08-24,3276,17,4
10.1038/s41597-019-0178-3,2024-08-24,5742,32,2
10.1038/s41597-019-0177-4,2024-08-24,4377,36,5
10.1038/s41597-019-0169-4,2024-08-24,26000,162,41
10.1038/s41597-019-0179-2,2024-08-24,3822,19,5
10.1038/s41597-019-0184-5,2024-08-24,11000,82,91
10.1038/s41597-019-0183-6,2024-08-24,13000,121,5
10.1038/s41597-019-0190-7,2024-08-24,1549,4,5
10.1038/s41597-019-0182-7,2024-08-24,3684,20,10
10.1038/s41597-019-0187-2,2024-08-24,3715,8,6
10.1038/s41597-019-0185-4,2024-08-24,7190,15,2
10.1038/s41597-019-0189-0,2024-08-24,8527,51,37
10.1038/s41597-019-0188-1,2024-08-24,2803,17,4
10.1038/s41597-019-0191-6,2024-08-24,5468,14,4
10.1038/s41597-019-0192-5,2024-08-24,2344,22,4
10.1038/s41597-019-0195-2,2024-08-24,4416,26,3
10.1038/s41597-019-0200-9,2024-08-24,8230,21,3
10.1038/s41597-019-0197-0,2024-08-24,2850,12,1
10.1038/s41597-019-0199-y,2024-08-24,30000,101,9
10.1038/s41597-019-0194-3,2024-08-24,5143,32,5
10.1038/s41597-019-0204-5,2024-08-24,2249,7,3
10.1038/s41597-019-0208-1,2024-08-24,3886,41,2
10.1038/s41597-019-0212-5,2024-08-24,11000,53,4
10.1038/s41597-019-0207-2,2024-08-24,7321,14,6
10.1038/s41597-019-0203-6,2024-08-24,1613,2,5
10.1038/s41597-019-0209-0,2024-08-24,23000,104,3
10.1038/s41597-019-0210-7,2024-08-24,2791,14,1
10.1038/s41597-019-0211-6,2024-08-24,3239,12,13
10.1038/s41597-019-0196-1,2024-08-24,18000,47,105
10.1038/s41597-019-0221-4,2024-08-24,990,1,1
10.1038/s41597-019-0215-2,2024-08-24,2010,2,9
10.1038/s41597-019-0224-1,2024-08-24,20000,139,17
10.1038/s41597-019-0226-z,2024-08-24,2684,21,1
10.1038/s41597-019-0220-5,2024-08-24,6068,11,17
10.1038/s41597-019-0219-y,2024-08-24,5025,36,20
10.1038/s41597-019-0218-z,2024-08-24,1992,6,8
10.1038/s41597-019-0222-3,2024-08-24,3341,6,3
10.1038/s41597-019-0227-y,2024-08-24,4108,10,3
10.1038/s41597-019-0181-8,2024-08-24,3373,14,13
10.1038/s41597-019-0223-2,2024-08-24,6093,14,16
10.1038/s41597-019-0217-0,2024-08-24,4736,32,31
10.1038/s41597-019-0201-8,2024-08-24,3419,28,2
10.1038/s41597-019-0237-9,2024-08-24,3783,11,2
10.1038/s41597-019-0213-4,2024-08-24,7688,9,19
10.1038/s41597-019-0230-3,2024-08-24,19000,8,5
10.1038/s41597-019-0231-2,2024-08-24,3379,22,2
10.1038/s41597-019-0232-1,2024-08-24,5246,8,23
10.1038/s41597-019-0244-x,2024-08-24,2869,13,1
10.1038/s41597-019-0235-y,2024-08-24,11000,31,4
10.1038/s41597-019-0238-8,2024-08-24,5019,44,1
10.1038/s41597-019-0246-8,2024-08-24,4583,14,2
10.1038/s41597-019-0236-x,2024-08-24,29000,232,149
10.1038/s41597-019-0243-y,2024-08-24,18000,24,2
10.1038/s41597-019-0241-0,2024-08-24,4272,38,1
10.1038/s41597-019-0240-1,2024-08-24,3172,10,2
10.1038/s41597-019-0229-9,2024-08-24,9485,117,12
10.1038/s41597-019-0206-3,2024-08-24,28000,60,5
10.1038/s41597-019-0239-7,2024-08-24,2629,11,2
10.1038/s41597-019-0251-y,2024-08-24,5703,10,29
10.1038/s41597-019-0257-5,2024-08-24,2069,9,2
10.1038/s41597-019-0252-x,2024-08-24,1994,7,2
10.1038/s41597-019-0242-z,2024-08-24,10000,14,34
10.1038/s41597-019-0214-3,2024-08-24,10000,38,21
10.1038/s41597-019-0247-7,2024-08-24,94000,91,390
10.1038/s41597-019-0250-z,2024-08-24,5285,18,3
10.1038/s41597-019-0255-7,2024-08-24,13000,24,12
10.1038/s41597-019-0234-z,2024-08-24,11000,31,9
10.1038/s41597-019-0260-x,2024-08-24,2526,4,1
10.1038/s41597-019-0259-3,2024-08-24,2756,14,21
10.1038/s41597-019-0256-6,2024-08-24,3411,16,11
10.1038/s41597-019-0253-9,2024-08-24,2230,17,2
10.1038/s41597-019-0254-8,2024-08-24,48000,156,175
10.1038/s41597-019-0233-0,2024-08-24,2569,12,6
10.1038/s41597-019-0228-x,2024-08-24,3906,24,2
10.1038/s41597-019-0205-4,2024-08-24,6058,18,18
10.1038/s41597-019-0225-0,2024-08-24,2927,6,1
10.1038/s41597-019-0193-4,2024-08-24,24000,72,98
10.1038/s41597-019-0198-z,2024-08-24,2831,10,4
10.1038/s41597-019-0216-1,2024-08-24,2714,14,1
10.1038/s41597-019-0171-x,2024-08-24,3476,8,3
10.1038/s41597-019-0262-8,2024-08-24,2876,17,19
10.1038/s41597-019-0202-7,2024-08-24,8062,21,8
10.1038/s41597-019-0245-9,2024-08-24,6412,4,12
10.1038/s41597-019-0266-4,2024-08-24,10000,20,3
10.1038/s41597-019-0263-7,2024-08-24,1524,0,4
10.1038/s41597-019-0269-1,2024-08-24,4607,37,124
10.1038/s41597-019-0264-6,2024-08-24,16000,31,37
10.1038/s41597-019-0282-4,2024-08-24,21000,71,9
10.1038/s41597-019-0281-5,2024-08-24,1812,1,9
10.1038/s41597-019-0265-5,2024-08-24,15000,61,60
10.1038/s41597-019-0277-1,2024-08-24,7466,38,7
10.1038/s41597-019-0249-5,2024-08-24,5471,9,47
10.1038/s41597-019-0279-z,2024-08-24,6608,22,2
10.1038/s41597-019-0285-1,2024-08-24,10000,38,2
10.1038/s41597-019-0280-6,2024-08-24,1109,3,1
10.1038/s41597-019-0261-9,2024-08-24,5674,8,1
10.1038/s41597-019-0267-3,2024-08-24,2514,16,14
10.1038/s41597-019-0293-1,2024-08-24,4397,17,9
10.1038/s41597-019-0295-z,2024-08-24,2723,22,10
10.1038/s41597-019-0290-4,2024-08-24,18000,30,17
10.1038/s41597-019-0294-0,2024-08-24,6832,32,4
10.1038/s41597-019-0292-2,2024-08-24,2884,29,5
10.1038/s41597-019-0301-5,2024-08-24,47000,76,472
10.1038/s41597-019-0302-4,2024-08-24,2402,14,19
10.1038/s41597-019-0291-3,2024-08-24,3954,28,1
10.1038/s41597-019-0296-y,2024-08-24,3046,8,4
10.1038/s41597-019-0289-x,2024-08-24,3548,20,1
10.1038/s41597-019-0275-3,2024-08-24,3325,18,1
10.1038/s41597-019-0283-3,2024-08-24,2491,16,1
10.1038/s41597-019-0271-7,2024-08-24,3327,11,2
10.1038/s41597-019-0287-z,2024-08-24,21000,68,45
10.1038/s41597-019-0273-5,2024-08-24,4389,12,1
10.1038/s41597-019-0288-y,2024-08-24,4485,31,5
10.1038/s41597-019-0272-6,2024-08-24,8993,21,22
10.1038/s41597-019-0274-4,2024-08-24,4534,17,1
10.1038/s41597-019-0305-1,2024-08-24,7659,48,11
10.1038/s41597-019-0312-2,2024-08-24,57000,129,22
10.1038/s41597-019-0303-3,2024-08-24,3726,5,3
10.1038/s41597-019-0299-8,2024-08-24,1812,7,2
10.1038/s41597-019-0311-3,2024-08-24,11000,23,6
10.1038/s41597-019-0304-2,2024-08-24,2092,4,7
10.1038/s41597-019-0313-1,2024-08-24,2493,8,1
10.1038/s41597-019-0308-y,2024-08-24,1734,2,6
10.1038/s41597-019-0307-z,2024-08-24,3720,13,2
10.1038/s41597-019-0314-0,2024-08-24,2286,3,4
10.1038/s41597-019-0306-0,2024-08-24,22000,63,32
10.1038/s41597-019-0323-z,2024-08-24,30000,80,11
10.1038/s41597-019-0320-2,2024-08-24,5294,57,31
10.1038/s41597-019-0326-9,2024-08-24,19000,78,57
10.1038/s41597-019-0324-y,2024-08-24,2077,13,4
10.1038/s41597-019-0300-6,2024-08-24,31000,261,199
10.1038/s41597-019-0319-8,2024-08-24,11000,4,1
